step,spectral_clarity,harmonicity,pitch_stability,energy_smoothness,zcr_quality,spectral_flatness,temporal_consistency,overall_quality,spectral_clarity_ma,harmonicity_ma,pitch_stability_ma,energy_smoothness_ma,zcr_quality_ma,spectral_flatness_ma,temporal_consistency_ma,overall_quality_ma,overall_quality_smooth
140000,0,34.20626521110535,0.0,83.0094613134861,53.945970288212436,99.1222276352346,0.0,34.59949203158869,0.0,48.86419892311096,9.15253758430481,88.43775196000934,57.34012684082929,99.54624351761595,0.0,40.100020252113836,40.100020252113836
150000,0,35.42702794075012,0.0,86.12219654023647,55.697586287313435,99.58821246400476,0.0,35.532314944317314,0.0,38.730120062828064,0.0,86.91643513739109,58.12933575564856,99.44804042810574,0.0,36.541226901549706,36.541226901549706
160000,0,36.406010389328,0.0,90.39118736982346,76.45640747709425,99.82085042865947,0.0,38.46760597391449,0.0,43.3914178609848,0.0,84.7103463485837,64.32520053952638,99.54621774842963,0.0,37.77197735328012,37.77197735328012
170000,0,48.422786593437195,0.0,86.25934217125177,63.75924569589121,99.50565993785858,0.0,38.94994920775018,0.0,42.02786326408386,0.0,86.21927425265312,67.14332399142589,99.66109973145649,0.0,38.018906163002974,38.018906163002974
180000,0,62.494999170303345,0.0,77.76954434812069,71.7667929491206,99.69413827639073,0.0,41.31052460882991,0.0,42.99488127231598,0.0,85.74126437306404,67.91059975526365,99.58870869828388,0.0,38.21009675577755,38.21009675577755
190000,0,27.388492226600647,0.0,90.55410083383322,68.03658754770993,99.6966375503689,0.0,35.834136080202995,0.0,42.1721088886261,0.0,82.85286538302898,64.81302832063032,99.5393750956282,0.0,37.297591926805424,37.297591926805424
200000,0,40.262117981910706,0.0,83.73214714229107,59.53396510650224,99.22625729814172,0.0,36.488267908190195,0.0,38.077762722969055,0.0,84.33479107916355,62.7207161479155,98.9615618577227,0.0,36.43399900703216,36.43399900703216
210000,0,32.2921484708786,0.0,75.94919241964817,60.96855030392768,99.57418241538107,0.0,33.90508182905382,0.0,32.36648380756378,0.0,83.84561128914356,55.62443227441643,98.82996065542102,0.0,34.49557774786803,34.49557774786803
220000,0,27.951055765151978,0.0,93.66897065192461,53.297684832317074,96.61659374833107,0.0,34.6319846088839,0.0,37.74471163749695,0.0,81.73412922769785,55.16941902153803,98.78347829915583,0.0,35.20435144372345,35.20435144372345
230000,0,33.93860459327698,0.0,75.32364539802074,36.28537358162518,99.03613226488233,0.0,31.618418313009258,0.0,38.492804169654846,0.0,79.31319866329432,57.168890382601354,98.82135232910514,0.0,35.194564904595765,35.194564904595765
240000,0,54.27963137626648,0.0,79.99669052660465,65.76152128331802,99.46422576904297,0.0,39.37800455948009,0.0,41.283146142959595,0.0,82.03720524907112,58.715953602543244,98.87683094479144,0.0,36.321488470686056,36.321488470686056
250000,0,44.002580642700195,0.0,71.6274943202734,69.53132191181885,99.41562744788826,0.0,36.43933521255176,0.0,47.36671805381775,3.2177138328552246,79.5976648107171,61.889605293487236,99.54208545619622,0.0,38.03881948226774,38.03881948226774
260000,0,46.243858337402344,0.0,89.5692253485322,68.70386640363712,99.85157549381256,0.0,39.53969965950527,0.0,47.90060758590698,3.2177138328552246,80.19120823591948,64.80617816119582,99.42953124875203,0.0,38.51503076849239,38.51503076849239
270000,0,58.36891531944275,16.088569164276123,81.47126846015453,69.16594328703704,99.94286630535498,0.0,43.21863966679235,0.0,45.8019095659256,3.2177138328552246,79.52279467135668,67.60871630754946,99.48983836686239,0.0,38.28131365625809,38.28131365625809
280000,0,36.608052253723145,0.0,78.29136252403259,50.86823792016806,98.47336122766137,0.0,33.99947474413246,0.0,52.36150681972504,3.2177138328552246,82.11808800697327,63.994287646870774,99.46618833346292,0.0,39.61871923795265,39.61871923795265
290000,0,43.78614127635956,0.0,76.65462270379066,79.7742120150862,99.76576135959476,0.0,38.20941899830861,0.0,56.4792400598526,3.2177138328552246,81.79662954062223,66.32214171607738,99.43294929573312,0.0,40.623508619173194,40.623508619173194
300000,0,76.80056691169739,0.0,84.60396099835634,51.45917860842542,99.29737728089094,0.0,43.12636312102457,0.0,50.57825326919556,0.0,84.41264322027564,66.976978161129,99.27525562234223,0.0,39.40277051522758,39.40277051522758
310000,0,66.83252453804016,0.0,87.96193301677704,80.34313674967018,99.68538030516356,0.0,44.56364656560796,0.0,49.06647443771362,0.0,85.28841575607657,65.12471328257483,99.36785505153239,0.0,39.05581408436493,39.05581408436493
320000,0,28.86398136615753,0.0,94.55133685842156,72.44012551229508,99.1543979384005,0.0,37.1149491470643,0.0,47.025542855262756,0.0,86.96722788736224,62.92518984742251,99.36940033454448,0.0,38.67965177235359,38.67965177235359
330000,0,29.049158096313477,0.0,82.67022520303726,41.60691352739726,98.93635837361217,0.0,32.26469258981923,0.0,34.89524960517883,0.0,87.73943213745952,67.71199310600059,99.47174430591986,0.0,36.85833848284674,36.85833848284674
340000,0,33.581483364105225,0.0,85.048683360219,68.77659483932462,99.77348777465522,0.0,36.32860743825188,0.0,31.894688606262207,0.0,85.51385989412665,66.72574061139062,99.47475548600778,0.0,35.82606631511128,35.82606631511128
350000,0,16.14910066127777,0.0,88.46498224884272,75.3931949013158,99.80909713776782,0.0,34.01979667349032,0.0,31.604827046394348,5.648610591888428,84.04323346912861,65.51850542629484,99.62644576095045,0.0,36.28923713715595,36.28923713715595
360000,0,51.82971954345703,0.0,76.83407180011272,75.41187427662037,99.70043620560318,0.0,39.40228572693067,0.0,33.74541521072388,5.648610591888428,85.8509499579668,68.65697515137094,99.52167344279587,0.0,37.29188198403974,37.29188198403974
370000,0,27.414673566818237,28.24305295944214,87.19820473343134,66.40394958681611,99.91284931311384,0.0,39.430803257287664,0.0,31.558392643928528,5.648610591888428,88.06242779828608,67.99295520311385,99.21857977285981,0.0,37.08948778490925,37.08948778490925
380000,0,39.75209891796112,0.0,91.70880764722824,57.29926215277777,98.4124967828393,0.0,37.27791682423817,0.0,39.16504144668579,5.648610591888428,88.69930584914982,67.15235850975934,99.21162923099473,0.0,38.6215945295683,38.6215945295683
390000,0,22.64637053012848,0.0,96.10607256181538,65.45649509803921,98.25801942497492,0.0,35.31663644259942,0.0,36.12517535686493,5.87103009223938,91.15144689567387,65.79106699844141,99.25684458459727,0.0,38.28319777786384,38.28319777786384
400000,0,54.18234467506409,0.0,91.64937250316143,71.19021143454323,99.77434442844242,0.0,41.68033039678559,0.0,36.65403723716736,0.22241950035095215,91.56600316055119,65.51978126414906,99.17574823484756,0.0,37.56862379646846,37.56862379646846
410000,0,36.63038909435272,1.1120975017547607,89.09477703273296,68.60541672003075,99.9265129736159,0.0,37.710301968408366,0.0,39.41778361797333,7.718218564987183,89.64047287590802,67.6464529865239,99.4856794574298,0.0,39.200573684124315,39.200573684124315
420000,0,30.058982968330383,0.0,89.27098605781794,65.04752091535434,99.50736756436527,0.0,35.85793335031073,0.0,43.83354365825653,7.718218564987183,86.31972502917051,69.96124120649941,99.77778007509187,0.0,39.846302398934085,39.846302398934085
430000,0,53.57083082199097,37.47899532318115,82.08115622401237,67.93262076465201,99.96215289575048,0.0,45.437666262517475,0.0,41.579697132110596,7.718218564987183,85.10006815195084,68.16511914985391,99.77894357638434,0.0,39.033088706586646,39.033088706586646
440000,0,44.725170731544495,0.0,79.50233332812786,77.03043619791667,99.71852251328528,0.0,38.54528001664828,0.0,42.65857756137848,7.4957990646362305,81.04938790202141,70.0441064716769,99.73341533564962,0.0,38.79124573800699,38.79124573800699
450000,0,42.91311204433441,0.0,85.55108811706305,62.20960115131579,99.78016193490475,0.0,37.61426193504839,0.0,45.79551339149475,7.4957990646362305,78.37340589612722,69.87177991200804,99.73706720978953,0.0,39.000368134593224,39.000368134593224
460000,0,42.02479124069214,0.0,68.84137578308582,78.00035332914572,99.69887176994234,0.0,36.50108712551011,0.0,45.82610607147217,0.0,81.09808564186096,70.50029952790292,99.618339529261,0.0,38.341797966289974,38.341797966289974
470000,0,45.74366211891174,0.0,75.89107602834702,64.18588811700994,99.52562693506479,0.0,36.90354533324187,0.0,46.32317304611206,0.0,80.86098171770573,69.60707247500791,99.59525357931852,0.0,38.31401447231091,38.31401447231091
480000,0,53.72379422187805,0.0,95.70455495268106,71.07521884412651,99.3685144931078,0.0,42.1448154210012,0.0,43.236533403396606,0.0,79.70800418406725,68.26573424449273,99.51512214262038,0.0,37.38159294700072,37.38159294700072
490000,0,47.21050560474396,0.0,78.31681370735168,72.56430093344156,99.60309276357293,0.0,38.406362546752995,0.0,44.76068377494812,0.0,82.3823070153594,66.40872940706596,99.4462228845805,0.0,37.89497803645818,37.89497803645818
500000,0,27.47991383075714,0.0,79.78620044887066,55.50290999873992,99.37950475141406,0.0,32.95215430849743,0.0,44.124518632888794,0.0,85.24713814258575,66.95221677181563,99.3937236070633,0.0,38.246568485853516,38.246568485853516
510000,0,49.64554309844971,0.0,82.21288993954659,68.71532914201183,99.35437547974288,0.0,39.0680125727974,0.0,44.587310552597046,0.0,82.15369191020727,68.25558959074286,99.44746352732182,0.0,38.01082120885697,38.01082120885697
520000,0,42.56283640861511,0.0,90.21523166447878,66.9033249407583,99.2631305474788,0.0,38.66149758021855,0.0,43.90549719333649,0.0,82.3559170588851,64.57500232861261,99.32740718126297,0.0,37.52472794848762,37.52472794848762
530000,0,56.03775382041931,0.0,80.23732379078865,77.59208293876263,99.6372140944004,0.0,40.96607903601846,0.0,42.83196538686752,1.1355435848236084,83.34338702261448,66.92425585518042,99.38388328067958,0.0,37.86904658207523,37.86904658207523
540000,0,43.80143880844116,0.0,79.32793945074081,54.16136462279041,99.0028110332787,0.0,35.97589624490627,0.0,45.104295909404755,1.1355435848236084,85.45859567821026,68.43639731510069,99.47494992054999,0.0,38.801114794901096,38.801114794901096
550000,0,22.112254798412323,5.677717924118042,84.72355026751757,67.24917763157896,99.66188524849713,0.0,34.673747476435416,0.0,43.216467797756195,1.1355435848236084,81.02174494415522,64.04662347461628,99.43759789690375,0.0,37.315308976050076,37.315308976050076
560000,0,61.007195711135864,0.0,92.78893321752548,76.27603644161316,99.80970867909491,0.0,43.728353636926805,0.0,40.10859876871109,1.1355435848236084,81.2765410169959,57.68056623067614,99.38589624129236,0.0,36.090178691211996,36.090178691211996
570000,0,33.123695850372314,0.0,68.03097799420357,44.954455738336264,99.07637042924762,0.0,31.232468485963388,0.0,39.473017156124115,1.1355435848236084,80.9446694329381,56.79914714352227,99.43753709085286,0.0,35.830303807326594,35.830303807326594
580000,0,40.49840867519379,0.0,81.5113041549921,45.76179671906188,99.37870581634343,0.0,34.840427611828105,0.0,42.01095759868622,0.0,80.91030325740576,54.93336334134441,99.3132190965116,0.0,35.96339525213371,35.96339525213371
590000,0,40.62353074550629,0.0,77.66858153045177,49.75426918702107,99.2610152810812,0.0,34.676521825479256,0.0,33.927190005779266,6.341873407363892,80.86145166307688,54.51287368314123,99.31365759344772,0.0,35.24858988938087,35.24858988938087
600000,0,34.80195701122284,0.0,84.55171938985586,57.92025862068966,99.04029527679086,0.0,35.339204700471,0.0,35.135779082775116,6.341873407363892,83.61651357263327,61.19255545214064,99.38174017937854,0.0,36.57834342670651,36.57834342670651
610000,0,20.588357746601105,31.709367036819458,92.54467524588108,74.17358815059727,99.81190116377547,0.0,40.15432682316258,0.0,40.46819597482681,6.341873407363892,85.87491475045681,65.60071705689022,99.42850033985451,0.0,38.429079158312945,38.429079158312945
620000,0,39.16664123535156,0.0,81.80628754198551,78.35286458333333,99.41678335890174,0.0,37.88123617259164,0.0,43.324327170848846,12.672480344772339,87.23533488810062,69.39508655508382,99.54811700852588,0.0,40.545358075461685,40.545358075461685
630000,0,67.16049313545227,0.0,92.80331004410982,67.80260474280973,99.61250661872327,0.0,44.09410626986023,0.0,44.05380040407181,12.672480344772339,86.31261568516493,72.84433145661077,99.69240464968607,0.0,40.91219809593464,40.91219809593464
640000,0,54.904186725616455,31.653034687042236,84.47068221867085,68.72611667798913,99.85909862443805,0.0,45.25791641122297,0.0,44.30561512708664,6.330606937408447,86.3396443426609,71.59834566950839,99.66463752556592,0.0,39.88795903693516,39.88795903693516
650000,0,38.44932317733765,0.0,79.93812337517738,75.16648312832447,99.76173348259181,0.0,37.17340480283576,0.0,42.565260231494904,6.330606937408447,86.72573752701283,68.25716438341104,99.57471551839262,0.0,39.25469170614254,39.25469170614254
660000,0,21.847431361675262,0.0,92.67981853336096,67.94365921508529,99.67306554317474,0.0,35.0331315281652,0.0,33.36836725473404,6.330606937408447,81.97309542447329,60.419551160170975,99.23782266210765,0.0,35.884966187456925,35.884966187456925
670000,0,30.464866757392883,0.0,83.73675346374512,61.64695815284654,98.96717332303524,0.0,34.71489951862852,0.0,34.342199862003326,0.0,81.63866680115461,60.22880725017684,99.15652422700077,0.0,35.05277314029162,35.05277314029162
680000,0,21.17602825164795,0.0,69.04009953141212,28.614538626609445,97.9280423372984,0.0,27.245478676432192,0.0,32.786132991313934,0.0,78.73112168163061,56.12152165392372,99.06364017166197,0.0,33.88541103306595,33.88541103306595
690000,0,59.77334976196289,0.0,82.79853910207748,67.77239712801847,99.45260644890368,0.0,41.09695117539641,0.0,37.47002899646759,0.0,78.02342791110277,56.92483764192959,99.10875196103007,0.0,34.8008789462549,34.8008789462549
700000,0,30.668988823890686,0.0,65.40039777755737,54.63005514705882,99.29731320589781,0.0,31.336594266707408,0.0,39.37165141105652,0.0,78.93170695751905,55.62963279253463,99.11560692358762,0.0,35.18861029745138,35.18861029745138
710000,0,45.26691138744354,0.0,89.14134968072176,71.96023915511472,99.89862449001521,0.0,39.61047109410997,0.0,39.980577528476715,0.0,80.50967510789633,60.72561863024693,99.2843258054927,0.0,36.07356121545375,36.07356121545375
720000,0,39.972978830337524,0.0,88.27814869582653,55.17093390587167,99.00144813582301,0.0,36.65355627461095,0.0,34.14130002260208,0.0,79.41887881606817,60.48768614585085,99.27084534894675,0.0,34.7169449764104,34.7169449764104
730000,0,24.220658838748932,0.0,76.92994028329849,54.09446781517094,98.77163674682379,0.0,31.670233266444033,0.0,28.508061356842518,0.0,85.57329648174345,51.75911206819349,99.15195360314101,0.0,33.62871331076347,33.62871331076347
740000,0,30.57696223258972,0.0,77.3445576429367,66.58273470603814,99.38520416617393,0.0,34.31386998017966,0.0,25.55917102843523,0.0,85.06053951568902,51.29064694332237,99.10449042916298,0.0,32.91042887028893,32.91042887028893
750000,0,2.502795495092869,0.0,96.17248610593379,10.987184758771932,98.7028544768691,0.0,25.895435938472744,0.0,29.83348924666643,0.0,85.8142348472029,54.81935169769582,99.26707996288314,0.0,34.24747624247162,34.24747624247162
760000,0,30.522459745407104,0.0,86.57756485044956,69.61791353075917,99.66130862012506,0.0,36.01904889173728,0.0,30.58640707284212,2.397761344909668,87.77108215726912,57.155691933093365,99.45124425226822,0.0,35.30330155843141,35.30330155843141
770000,0,61.34456992149353,0.0,92.04662535339594,72.81445767773893,99.81439580442384,0.0,43.33879313552438,0.0,28.927969224750996,2.397761344909668,91.49731830693781,58.04840494007798,99.4963848288171,0.0,35.62433476961682,35.62433476961682
780000,0,27.98524796962738,11.98880672454834,86.71417683362961,65.77616899215867,99.69245819374919,0.0,36.949359846242956,0.0,35.8251166343689,2.397761344909668,86.80202756077051,68.4646154492611,99.62281260406598,0.0,37.35373446805851,37.35373446805851
790000,0,22.284772992134094,0.0,95.97573839128017,71.0462997409612,99.6109070489183,0.0,35.919036036106796,0.0,37.150780856609344,2.997201681137085,86.85814323835075,68.17629092888657,99.61318860005122,0.0,37.687405862138824,37.687405862138824
800000,0,36.98853254318237,0.0,72.69603237509727,63.0682373046875,99.33499335311353,0.0,34.54243443068117,0.0,29.08618450164795,3.99626890818278,85.12864920000236,66.63023534593579,99.546119531927,0.0,35.80361010434364,35.80361010434364
